,ZIP Code,Household_Income_at_Age_35_rP_gP_pall,Incarceration_Rate_rP_gP_pall,Individual_Income_Excluding_Spouse_at_Age_35_rP_gP_pall,Fraction_Married_at_Age_35_rP_gP_pall,Spouse's_Income_at_Age_35_rP_gP_pall,Employment_Rate_at_Age_35_rP_gP_pall,Frac._in_Top_20%_Based_on_Household_Income_rP_gP_pall,Frac._in_Top_20%_Based_on_Indiv_Income_rP_gP_pall,%_Staying_in_Same_Commuting_Zone_as_Adults_rP_gP_pall,%_Staying_in_Same_Tract_as_Adults_rP_gP_pall,Household_Income_Stayed_in_Commuting_Zone_rP_gP_pall,Individual_Income_Stayed_in_Commuting_Zone_rP_gP_pall,Number_of_Children_rP_gP_pall,kfr_rP_gP_pall,two_par_rP_gP_pall,married_26_rP_gP_pall,married_24_rP_gP_pall,married_29_rP_gP_pall,kir_24_rP_gP_pall,kir_26_rP_gP_pall,working_rP_gP_pall,frac_years_xw_rP_gP_pall,kir_29_rP_gP_pall,working_32_rP_gP_pall,staytract_rP_gP_pall,kfr_26_rP_gP_pall,kfr_24_rP_gP_pall,kir_rP_gP_pall,spouse_rank_rP_gP_pall,staycz_rP_gP_pall,kfr_29_rP_gP_pall,stayhome_rP_gP_pall,kfr_staycz_rP_gP_pall,has_dad_rP_gP_pall,par_rank_rP_gP_pall,kfr_top20_rP_gP_pall,lowpov_nbhd_rP_gP_pall,kir_top20_rP_gP_pall,kir_staycz_rP_gP_pall,married_32_rP_gP_pall,count_rP_gP_pall,working_29_rP_gP_pall,frac_below_med_rP_gP_pall,married_rP_gP_pall,working_24_rP_gP_pall,working_26_rP_gP_pall,jail_rP_gP_pall,has_mom_rP_gP_pall,median_rent2016,nonwhite_share2010,mail_return_rate2010,med_hhinc1990_real,lfp2010,job_density_2013,foreign_share2016,popdensity2010,traveltime15_2016,poor_share2016,ann_avg_job_growth_2004_2013,pop2010,singleparent_share2016,unemp2015,hhinc_mean2010,med_hhinc2010,frac_coll_plus2016,med_hhinc2016_real,violent_crime_rate,wtd_avg_mean_income,HI_0_5000,HI_100000_149999,HI_10000_14999,HI_150000_more,HI_15000_19999,HI_20000_24999,HI_25000_34999,HI_35000_49999,HI_50000_74999,HI_5000_9999,HI_75000_99999,MHCP_20_29,MHCP_30_more,MHCP_less_20,MHC_0_300,MHC_1000_1499,MHC_1500_1999,MHC_2000_2499,MHC_2500_2999,MHC_3000_more,MHC_300_499,MHC_500_799,MHC_800_999,Violent Crime Level
10,60644,20298.0,0.0516,18968.0,0.0712,34983.0,0.7444,0.0216,0.0912,0.7602,0.1906,22872.0,21528.0,1695.0,20298.0,0.1719,0.0546,0.0421,0.0634,0.3775,0.3681,0.7444,0.4996,0.3722,0.7348,0.1906,0.3143,0.335,18968.0,34983.0,0.7602,0.3096,0.1993,22872.0,0.367,30017.0,0.0216,0.1929,0.0912,21528.0,0.0767,1695.0,0.6984,0.875,0.0712,0.7153,0.7195,0.0516,0.8045,914.0,0.9929,65.7,48140.0,0.5641,1516.0,0.058,19618.0,0.1023,0.3091,0.0333,3649.0,0.6233,0.111,37276.0,28150.0,0.1067,33606.0,38.78263297501047,37293.0474419397,1545.0,630.0,2137.0,203.0,1201.0,1197.0,1079.0,1872.0,1792.0,935.0,709.0,164.0,4482.0,98.0,491.0,5212.0,1820.0,359.0,28.0,34.0,675.0,1331.0,2870.0,High
11,60647,33326.0,0.0009,24242.0,0.3854,40084.0,0.7076,0.1438,0.1288,0.801,0.2342,35724.0,25887.0,161.0,33326.0,0.6192,0.2176,0.1754,0.3163,0.4841,0.4845,0.7076,0.4297,0.4525,0.7327,0.2342,0.4909,0.4886,24242.0,40084.0,0.801,0.4328,0.246,35724.0,0.8202,61970.0,0.1438,0.5112,0.1288,25887.0,0.2893,161.0,0.7358,0.528,0.3854,0.8799,0.8213,0.0009,0.8019,1474.0,0.1989,77.5,43537.0,0.8462,9859.0,0.1311,20578.0,0.1561,0.0473,0.0206,1317.0,0.1429,0.0549,144287.0,96477.0,0.82,105389.0,28.006236601052425,100701.48590329384,879.0,6817.0,1646.0,11602.0,849.0,1222.0,2112.0,2437.0,5329.0,454.0,4277.0,261.0,2948.0,0.0,656.0,7671.0,7547.0,5865.0,4110.0,6885.0,898.0,1664.0,1907.0,Low
12,60657,44233.0,0.0016,33354.0,0.3589,44691.0,0.825,0.1789,0.228,0.8042,0.2211,43395.0,33459.0,379.0,44233.0,0.6904,0.1527,0.1025,0.1775,0.4964,0.5384,0.825,0.5278,0.5367,0.813,0.2211,0.4921,0.5027,33354.0,44691.0,0.8042,0.4695,0.2245,43395.0,0.7859,60080.0,0.1789,0.4936,0.228,33459.0,0.301,379.0,0.836,0.4659,0.3589,0.793,0.8791,0.0016,0.9037,1858.0,0.1998,84.7,56619.0,0.874,959.7,0.0591,21637.0,0.09,0.0182,0.0481,2683.0,0.1462,0.0434,169535.0,130885.0,0.8631,151717.0,23.647162340519138,113838.34672127222,977.0,6895.0,872.0,13488.0,678.0,772.0,1408.0,2649.0,5619.0,443.0,4893.0,125.0,2387.0,0.0,249.0,8153.0,8812.0,6597.0,3483.0,9107.0,538.0,639.0,892.0,Low
13,60607,24614.0,0.0407,20253.0,0.2541,35479.0,0.771,0.0845,0.1255,0.6913,0.0874,25166.0,20234.0,293.0,24614.0,0.261,0.0508,0.059,0.165,0.3672,0.3712,0.771,0.3715,0.3973,0.6944,0.0874,0.3201,0.3537,20253.0,35479.0,0.6913,0.3396,0.0624,25166.0,0.5322,36435.0,0.0845,0.2373,0.1255,20234.0,0.1704,293.0,0.7099,0.713,0.2541,0.7599,0.7122,0.0407,0.7303,1381.0,0.598,75.7,9068.0,0.7422,967.0,0.1243,18286.0,0.1887,0.2658,-0.0764,1664.0,0.5702,0.0858,88258.0,63036.0,0.6978,70362.0,26.49786914013537,105014.01183411537,748.0,2084.0,206.0,5598.0,194.0,411.0,568.0,844.0,1299.0,231.0,1291.0,0.0,994.0,0.0,10.0,1100.0,2031.0,2871.0,2586.0,3715.0,116.0,233.0,616.0,Low
14,60620,32930.0,0.0366,25115.0,0.2742,39472.0,0.7629,0.1061,0.1374,0.8166,0.2657,34477.0,26490.0,1167.0,32930.0,0.4962,0.1567,0.0896,0.2001,0.4605,0.4657,0.7629,0.5815,0.4602,0.7336,0.2657,0.4356,0.4356,25115.0,39472.0,0.8166,0.4249,0.2869,34477.0,0.6354,52375.0,0.1061,0.3978,0.1374,26490.0,0.2477,1167.0,0.7431,0.5579,0.2742,0.7812,0.7867,0.0366,0.8605,1080.0,0.9422,73.3,66212.0,0.6427,1298.0,0.1091,3838.0,0.0884,0.1897,0.0072,3427.0,0.3549,0.0977,70106.0,53869.0,0.1812,63667.0,35.824059353471114,49220.67620674925,2011.0,3870.0,1739.0,1676.0,1512.0,1543.0,2606.0,3523.0,4173.0,845.0,2652.0,417.0,4411.0,252.0,1366.0,7671.0,4636.0,1773.0,297.0,343.0,1932.0,3943.0,3630.0,High
15,60621,18128.0,0.0632,16753.0,0.099,27360.0,0.654,0.016,0.0612,0.7328,0.1596,18321.0,16964.0,798.0,18128.0,0.1379,0.0596,0.035,0.0758,0.3199,0.3377,0.654,0.4302,0.3514,0.6406,0.1596,0.281,0.2957,16753.0,27360.0,0.7328,0.2822,0.154,18321.0,0.2772,24945.0,0.016,0.1399,0.0612,16964.0,0.1051,798.0,0.6289,0.9105,0.099,0.6457,0.6441,0.0632,0.8602,969.0,0.9939,62.1,26688.0,0.5478,15.87,0.0116,11754.0,0.1142,0.5646,-0.2213,1481.0,0.8808,0.5495,34265.0,20526.0,0.0453,22559.0,41.40583554376658,33458.29964646029,1647.0,625.0,1304.0,269.0,749.0,674.0,1237.0,1225.0,1686.0,541.0,1177.0,464.0,2554.0,28.0,1081.0,3304.0,1199.0,218.0,43.0,209.0,961.0,1809.0,1659.0,High
16,60601,52354.0,0.0024,35302.0,0.4612,49430.0,0.7255,0.3318,0.3409,0.5673,0.1118,51824.0,36588.0,350.0,52354.0,0.7204,0.1595,0.0555,0.2977,0.5462,0.546,0.7255,0.3823,0.5708,0.7611,0.1118,0.5214,0.5079,35302.0,49430.0,0.5673,0.5403,0.1273,51824.0,0.8241,95783.0,0.3318,0.546,0.3409,36588.0,0.4002,350.0,0.7666,0.1996,0.4612,0.8015,0.8203,0.0024,0.8962,2080.0,0.3583,78.5,108676.0,0.698,146504.0,0.2343,30906.0,0.351,0.1054,0.0107,10848.0,0.0,0.051,131557.0,97188.0,0.7762,107882.0,15.630472854640981,134539.9894736842,244.0,2155.0,0.0,3955.0,135.0,95.0,320.0,473.0,680.0,70.0,1125.0,0.0,299.0,0.0,108.0,294.0,1902.0,2090.0,1808.0,2916.0,22.0,0.0,68.0,Low
17,60609,20798.0,0.0682,17180.0,0.1147,44056.0,0.6724,0.0356,0.0751,0.7359,0.1941,22103.0,18584.0,1061.0,20798.0,0.2754,0.0488,0.0343,0.1037,0.3512,0.3629,0.6724,0.4522,0.3649,0.6372,0.1941,0.3174,0.3203,17180.0,44056.0,0.7359,0.32,0.16,22103.0,0.4526,27662.0,0.0356,0.1732,0.0751,18584.0,0.1127,1061.0,0.6077,0.8782,0.1147,0.6217,0.6543,0.0682,0.823,822.0,0.9858,57.6,31072.0,0.5799,65.84,0.0732,8416.0,0.0038,0.4247,-0.0484,2045.0,0.8009,0.4165,37657.0,32849.0,0.0312,25290.0,39.696969696969695,49977.741915515806,1632.0,2729.0,2144.0,2567.0,791.0,1585.0,2255.0,2739.0,3024.0,862.0,2645.0,418.0,3833.0,58.0,1078.0,6154.0,3034.0,1392.0,489.0,559.0,1577.0,3603.0,4524.0,High
18,60643,69028.0,0.0008,40460.0,0.5705,52683.0,0.8006,0.4478,0.3864,0.7738,0.1824,71988.0,41694.0,653.0,69028.0,0.8587,0.1533,0.0666,0.3248,0.5772,0.6374,0.8006,0.865,0.645,0.8493,0.1824,0.6026,0.5526,40460.0,52683.0,0.7738,0.6423,0.149,71988.0,0.9003,100177.0,0.4478,0.8189,0.3864,41694.0,0.5101,653.0,0.8556,0.1054,0.5705,0.885,0.8924,0.0008,0.958,950.0,0.0868,83.0,91216.0,0.7394,878.1,0.0374,5388.0,0.2717,0.0133,-0.0067,2166.0,0.1245,0.0448,121046.0,93011.0,0.638,103692.0,30.465587044534416,69856.50358993425,693.0,3086.0,727.0,4275.0,483.0,777.0,1526.0,1574.0,2341.0,286.0,2429.0,17.0,1794.0,42.0,407.0,4086.0,3309.0,1741.0,1122.0,1410.0,1324.0,2255.0,2338.0,Low
19,60638,59260.0,0.0186,36890.0,0.5762,44779.0,0.7985,0.354,0.3153,0.8396,0.2029,60099.0,38259.0,698.0,59260.0,0.8449,0.2828,0.1568,0.4608,0.5826,0.5997,0.7985,0.7501,0.5981,0.8231,0.2029,0.5927,0.5781,36890.0,44779.0,0.8396,0.6232,0.1424,60099.0,0.8928,77472.0,0.354,0.7671,0.3153,38259.0,0.5295,698.0,0.8234,0.2312,0.5762,0.8905,0.8607,0.0186,0.9529,931.0,0.3376,80.1,65758.0,0.7027,2726.0,0.1649,6194.0,0.139,0.0684,-0.0156,3190.0,0.2394,0.079,80761.0,65057.0,0.1647,76150.0,25.022583559168925,62486.083907227105,534.0,5069.0,359.0,3848.0,783.0,659.0,1251.0,2327.0,3323.0,311.0,2178.0,38.0,1695.0,17.0,382.0,3510.0,3605.0,3132.0,1174.0,562.0,1092.0,4221.0,2553.0,Low
20,60649,26872.0,0.036,23314.0,0.1421,39659.0,0.7311,0.0591,0.1119,0.7265,0.2213,28185.0,24966.0,1227.0,26872.0,0.2672,0.0611,0.0538,0.1103,0.4275,0.4214,0.7311,0.5766,0.4303,0.7431,0.2213,0.3853,0.3839,23314.0,39659.0,0.7265,0.371,0.2456,28185.0,0.4169,41496.0,0.0591,0.196,0.1119,24966.0,0.1346,1227.0,0.7089,0.6893,0.1421,0.7686,0.7408,0.036,0.8503,917.0,0.9911,69.0,61894.0,0.5159,166.7,0.0182,14702.0,0.1348,0.2063,-0.017,3705.0,0.8664,0.1754,54945.0,39698.0,0.2134,42801.0,36.89970250743732,40895.37932930182,2020.0,1989.0,2208.0,1400.0,1300.0,990.0,2674.0,3138.0,5065.0,1259.0,2033.0,347.0,5243.0,189.0,1107.0,8685.0,2982.0,1209.0,335.0,441.0,1078.0,3395.0,4558.0,High
21,60659,49730.0,0.003,32662.0,0.4955,38831.0,0.7214,0.2643,0.2639,0.719,0.2021,47943.0,34568.0,1267.0,49730.0,0.8124,0.2781,0.1885,0.3736,0.4974,0.5177,0.7214,0.6297,0.5247,0.7564,0.2021,0.5218,0.4809,32662.0,38831.0,0.719,0.5345,0.2129,47943.0,0.898,61215.0,0.2643,0.5735,0.2639,34568.0,0.4438,1267.0,0.7412,0.4815,0.4955,0.7571,0.7777,0.003,0.9147,1047.0,0.6045,70.4,63204.0,0.656,1993.0,0.4551,18216.0,0.0822,0.0968,-0.0121,5064.0,0.325,0.1167,82486.0,55727.0,0.4432,61854.0,27.681307456588357,54871.297726270706,456.0,2066.0,483.0,2192.0,535.0,438.0,1322.0,1847.0,2270.0,191.0,1857.0,49.0,1321.0,28.0,261.0,4953.0,2652.0,1167.0,558.0,1000.0,456.0,1117.0,1299.0,Low
22,60651,26135.0,0.04,21933.0,0.1958,38378.0,0.7415,0.0581,0.0991,0.8282,0.2025,28004.0,23380.0,1142.0,26135.0,0.2883,0.1116,0.0773,0.164,0.4072,0.4198,0.7415,0.4403,0.3973,0.7006,0.2025,0.3644,0.3609,21933.0,38378.0,0.8282,0.3528,0.1888,28004.0,0.5347,29805.0,0.0581,0.2532,0.0991,23380.0,0.1766,1142.0,0.6767,0.871,0.1958,0.7506,0.7365,0.04,0.7536,911.0,0.9169,66.6,30052.0,0.6105,3829.0,0.091,12233.0,0.1625,0.2027,-0.0354,2997.0,0.5516,0.0839,45713.0,28310.0,0.3207,42665.0,35.7427194636497,51706.29783183264,1036.0,2306.0,1212.0,1931.0,1077.0,1327.0,2591.0,2765.0,3586.0,685.0,2238.0,80.0,3361.0,0.0,579.0,6836.0,3553.0,2463.0,575.0,342.0,816.0,2908.0,2109.0,High
23,60637,18690.0,0.0957,17258.0,0.0927,32886.0,0.6934,0.0237,0.0785,0.7309,0.1637,20105.0,19157.0,1142.0,18690.0,0.1842,0.076,0.0492,0.0802,0.3595,0.3513,0.6934,0.4222,0.3543,0.6521,0.1637,0.3091,0.3224,17258.0,32886.0,0.7309,0.2959,0.2176,20105.0,0.3606,31193.0,0.0237,0.1182,0.0785,19157.0,0.0831,1142.0,0.6147,0.8416,0.0927,0.7035,0.6407,0.0957,0.8234,828.0,0.9968,64.4,32375.0,0.6041,1048.0,0.019,13746.0,0.063,0.3338,-0.1614,3464.0,1.0,0.2483,45500.0,30464.0,0.1449,25745.0,36.81318681318682,51077.681622737764,2468.0,1828.0,2363.0,2097.0,1290.0,1713.0,1931.0,2662.0,2978.0,901.0,2041.0,443.0,5122.0,118.0,1254.0,6831.0,3801.0,1175.0,743.0,1158.0,1424.0,2489.0,2881.0,High
24,60655,55142.0,0.0021,38436.0,0.4934,46085.0,0.8158,0.3654,0.3638,0.813,0.2432,55322.0,39188.0,879.0,55142.0,0.725,0.1559,0.075,0.3266,0.5396,0.5784,0.8158,0.774,0.6003,0.8257,0.2432,0.5371,0.5091,38436.0,46085.0,0.813,0.5877,0.1858,55322.0,0.8243,83263.0,0.3654,0.7088,0.3638,39188.0,0.448,879.0,0.8191,0.1697,0.4934,0.8444,0.8625,0.0021,0.9007,933.0,0.3612,81.0,75229.0,0.7396,1443.0,0.0143,7836.0,0.1192,0.0341,0.036,3009.0,0.2401,0.0795,94333.0,80691.0,0.453,89848.0,26.366559485530544,81098.64111153407,338.0,2601.0,163.0,3632.0,178.0,82.0,482.0,647.0,1292.0,93.0,1164.0,0.0,554.0,20.0,135.0,1855.0,1829.0,2096.0,1186.0,702.0,235.0,1389.0,1122.0,Low
25,60628,24045.0,0.0326,21868.0,0.1263,34862.0,0.7603,0.0364,0.1072,0.6998,0.2307,25943.0,24165.0,1179.0,24045.0,0.2334,0.0916,0.0732,0.1199,0.3873,0.4011,0.7603,0.617,0.4147,0.7533,0.2307,0.3512,0.3693,21868.0,34862.0,0.6998,0.3567,0.2512,25943.0,0.4155,38996.0,0.0364,0.2174,0.1072,24165.0,0.1206,1179.0,0.7146,0.6917,0.1263,0.7661,0.7505,0.0326,0.8179,1195.0,0.9965,80.7,51596.0,0.5716,539.4,0.0217,7246.0,0.0732,0.3856,-0.0201,3681.0,0.5863,0.196,62616.0,36597.0,0.1837,39625.0,34.95201260564389,46393.62646450724,1872.0,2913.0,1680.0,1824.0,1054.0,1001.0,2492.0,3106.0,3799.0,733.0,2858.0,253.0,3852.0,48.0,851.0,7690.0,3931.0,1130.0,226.0,120.0,1836.0,4381.0,2621.0,High
26,60623,28461.0,0.0194,23486.0,0.2314,33329.0,0.7234,0.0658,0.124,0.7962,0.3143,28475.0,24665.0,1247.0,28461.0,0.519,0.1644,0.1271,0.2183,0.4431,0.4244,0.7234,0.5361,0.4334,0.7145,0.3143,0.4053,0.426,23486.0,33329.0,0.7962,0.3939,0.3068,28475.0,0.7248,37608.0,0.0658,0.216,0.124,24665.0,0.2172,1247.0,0.6917,0.7691,0.2314,0.727,0.719,0.0194,0.7943,828.0,0.963,60.6,43578.0,0.6475,1921.0,0.3197,25291.0,0.1483,0.2596,-0.0662,3212.0,0.3453,0.1628,58790.0,37239.0,0.167,40006.0,41.457319479152964,42836.36120344617,2043.0,2194.0,2006.0,1686.0,1313.0,2356.0,4044.0,3935.0,4175.0,866.0,2346.0,244.0,5089.0,37.0,694.0,7677.0,3753.0,1140.0,271.0,314.0,1676.0,5917.0,5145.0,High
27,60618,41487.0,0.0234,28429.0,0.4261,39292.0,0.7605,0.1869,0.1445,0.8052,0.2176,42830.0,30211.0,991.0,41487.0,0.6417,0.2311,0.1356,0.3484,0.4811,0.4962,0.7605,0.5673,0.4831,0.71,0.2176,0.4787,0.4735,28429.0,39292.0,0.8052,0.4838,0.238,42830.0,0.7979,44907.0,0.1869,0.3861,0.1445,30211.0,0.4101,991.0,0.7192,0.6183,0.4261,0.7647,0.7559,0.0234,0.844,928.0,0.8134,75.6,42437.0,0.6451,2029.0,0.5727,26533.0,0.0405,0.0945,0.033,2786.0,0.1776,0.1208,71742.0,45817.0,0.2015,47755.0,27.334273624823695,79721.1820453225,870.0,6862.0,920.0,11887.0,762.0,1128.0,1880.0,2668.0,4968.0,387.0,4728.0,166.0,2059.0,12.0,308.0,9263.0,7155.0,5112.0,3589.0,6944.0,580.0,1466.0,2267.0,Low
28,60611,50739.0,0.0013,34191.0,0.4391,55406.0,0.6981,0.3709,0.3394,0.5591,0.1167,44737.0,30632.0,270.0,50739.0,0.6698,0.2012,0.0919,0.3241,0.5167,0.5653,0.6981,0.2893,0.5617,0.75,0.1167,0.528,0.4834,34191.0,55406.0,0.5591,0.5513,0.0666,44737.0,0.8195,94870.0,0.3709,0.6318,0.3394,30632.0,0.4006,270.0,0.7974,0.2205,0.4391,0.8443,0.8216,0.0013,0.8505,1837.0,0.3415,76.6,83770.0,0.7749,103297.0,0.2462,45138.0,0.221,0.0616,-0.0147,6229.0,0.4315,0.0589,120962.0,82524.0,0.859,99882.0,23.02867383512545,138038.02585860295,1320.0,3971.0,387.0,10165.0,208.0,320.0,761.0,1106.0,2342.0,361.0,2113.0,0.0,1393.0,0.0,22.0,1769.0,3769.0,4443.0,3208.0,8451.0,60.0,216.0,370.0,Low
29,60631,60902.0,0.0049,39978.0,0.5505,49756.0,0.8095,0.4027,0.382,0.8346,0.2146,61777.0,40344.0,1357.0,60902.0,0.8969,0.1945,0.09,0.3428,0.5773,0.6103,0.8095,0.7436,0.6083,0.8076,0.2146,0.5837,0.5606,39978.0,49756.0,0.8346,0.6001,0.177,61777.0,0.9213,92909.0,0.4027,0.7891,0.382,40344.0,0.4932,1357.0,0.8006,0.1603,0.5505,0.8206,0.8581,0.0049,0.975,1229.0,0.0987,85.8,90338.0,0.6431,1426.0,0.1668,5978.0,0.1274,0.0376,0.0036,5350.0,0.1362,0.0536,111823.0,75642.0,0.4917,91945.0,29.15291529152915,113248.92064449134,364.0,2576.0,301.0,4074.0,423.0,341.0,562.0,807.0,1309.0,170.0,1050.0,0.0,978.0,0.0,62.0,2529.0,1537.0,1429.0,1717.0,2018.0,318.0,1022.0,1252.0,Low
30,60641,49432.0,0.0,35046.0,0.3951,42985.0,0.7465,0.2246,0.2893,0.7279,0.1886,47138.0,34192.0,567.0,49432.0,0.6869,0.1806,0.1136,0.3108,0.5473,0.5227,0.7465,0.6373,0.5422,0.7832,0.1886,0.4857,0.5073,35046.0,42985.0,0.7279,0.513,0.1549,47138.0,0.7606,59888.0,0.2246,0.5437,0.2893,34192.0,0.3586,567.0,0.7878,0.4561,0.3951,0.873,0.8049,0.0,0.9261,924.0,0.4204,78.2,60871.0,0.7033,2287.0,0.2135,9469.0,0.0685,0.0598,0.0607,2405.0,0.2379,0.081,92189.0,61563.0,0.4889,70892.0,29.578139980824545,77482.66892440176,633.0,4369.0,872.0,5420.0,970.0,736.0,1778.0,2815.0,3479.0,444.0,3502.0,107.0,2419.0,0.0,167.0,7181.0,3612.0,3175.0,1941.0,2534.0,640.0,2418.0,3105.0,Low
31,60619,28670.0,0.0428,25064.0,0.1753,40428.0,0.7979,0.0626,0.1082,0.6917,0.2115,29487.0,27102.0,336.0,28670.0,0.2952,0.0741,0.037,0.1212,0.4415,0.3919,0.7979,0.5914,0.4215,0.7505,0.2115,0.354,0.3811,25064.0,40428.0,0.6917,0.3637,0.2129,29487.0,0.512,44110.0,0.0626,0.1865,0.1082,27102.0,0.1265,336.0,0.7245,0.6934,0.1753,0.7789,0.6918,0.0428,0.7841,1015.0,0.9942,79.8,44068.0,0.6378,2230.0,0.1138,12262.0,0.0559,0.117,0.0149,1545.0,0.5167,0.2747,70155.0,47857.0,0.2668,35181.0,35.681334279630946,49237.626181985914,2583.0,3072.0,2872.0,1942.0,1098.0,1699.0,3016.0,3405.0,4580.0,1053.0,2783.0,189.0,6013.0,33.0,813.0,8549.0,3747.0,2017.0,438.0,495.0,1721.0,3803.0,6101.0,High
32,60131,49327.0,0.0035,33588.0,0.5005,41480.0,0.8014,0.235,0.2434,0.8402,0.2296,51429.0,34981.0,1459.0,49327.0,0.7742,0.2493,0.1597,0.38,0.5391,0.5423,0.8014,0.6359,0.5549,0.778,0.2296,0.5504,0.5551,33588.0,41480.0,0.8402,0.548,0.2083,51429.0,0.8613,63050.0,0.235,0.6726,0.2434,34981.0,0.465,1459.0,0.7982,0.3793,0.5005,0.8066,0.8214,0.0035,0.9131,956.0,0.3934,82.3,69220.0,0.7187,3227.0,0.4144,5408.0,0.2475,0.0449,-0.0187,5895.0,0.1532,0.0928,72146.0,60208.0,0.2039,69715.0,50.0,56743.54340444615,146.0,1340.0,163.0,811.0,286.0,180.0,494.0,542.0,981.0,96.0,720.0,16.0,600.0,0.0,84.0,1489.0,1251.0,1079.0,339.0,26.0,164.0,733.0,563.0,High
33,60660,33908.0,0.0256,24877.0,0.3173,43290.0,0.721,0.199,0.1784,0.6664,0.1512,37197.0,27699.0,407.0,33908.0,0.4464,0.1443,0.0789,0.2126,0.4336,0.4457,0.721,0.4172,0.4586,0.7212,0.1512,0.4312,0.3957,24877.0,43290.0,0.6664,0.4345,0.1643,37197.0,0.6811,39269.0,0.199,0.377,0.1784,27699.0,0.2714,407.0,0.6822,0.7883,0.3173,0.7331,0.754,0.0256,0.7653,956.0,0.3943,76.8,45434.0,0.6288,2105.0,0.3276,23523.0,0.0146,0.2638,-0.1211,3599.0,0.0,0.0231,63848.0,42804.0,0.447,34846.0,32.25092250922509,58464.40042240469,945.0,3050.0,1141.0,3454.0,649.0,964.0,1385.0,2719.0,3524.0,476.0,2695.0,323.0,2274.0,150.0,705.0,7077.0,4111.0,2007.0,861.0,1580.0,427.0,1204.0,2731.0,High
34,60632,50712.0,0.0016,35740.0,0.4796,39881.0,0.795,0.2467,0.2956,0.8685,0.2411,52444.0,37128.0,1367.0,50712.0,0.7456,0.2918,0.1962,0.399,0.5639,0.5774,0.795,0.6433,0.575,0.808,0.2411,0.5678,0.584,35740.0,39881.0,0.8685,0.5762,0.2256,52444.0,0.8443,58865.0,0.2467,0.5105,0.2956,37128.0,0.4699,1367.0,0.8169,0.4492,0.4796,0.8294,0.8117,0.0016,0.9013,1129.0,0.7521,80.9,54016.0,0.6584,1439.0,0.3233,16708.0,0.1021,0.1254,0.0166,6399.0,0.3277,0.1591,60484.0,48988.0,0.1012,50642.0,35.92623993217465,56307.265649496534,761.0,3493.0,764.0,2745.0,845.0,2580.0,3512.0,3867.0,4579.0,396.0,3120.0,52.0,2292.0,42.0,348.0,7246.0,4162.0,1599.0,600.0,287.0,1443.0,5436.0,5218.0,High
35,60634,55046.0,0.0047,36162.0,0.5278,43078.0,0.7974,0.3009,0.2939,0.8694,0.1961,56502.0,36567.0,1010.0,55046.0,0.7381,0.245,0.1514,0.3554,0.5597,0.5707,0.7974,0.6361,0.5894,0.7649,0.1961,0.5561,0.5449,36162.0,43078.0,0.8694,0.5765,0.162,56502.0,0.8321,59351.0,0.3009,0.5916,0.2939,36567.0,0.5,1010.0,0.8398,0.4101,0.5278,0.8343,0.8133,0.0047,0.9064,990.0,0.3205,78.4,58339.0,0.7202,2740.0,0.2857,16818.0,0.1259,0.0974,0.0551,4793.0,0.3263,0.0911,72505.0,54375.0,0.2788,60461.0,28.676470588235293,79250.49363879485,553.0,5163.0,872.0,5713.0,997.0,1180.0,1810.0,2731.0,3858.0,465.0,4146.0,99.0,2402.0,110.0,384.0,6057.0,4655.0,4104.0,2700.0,1520.0,823.0,3361.0,3457.0,Low
36,60018,56942.0,0.0131,36344.0,0.562,48171.0,0.7866,0.368,0.2944,0.7926,0.3065,56422.0,36579.0,509.0,56942.0,0.6971,0.1793,0.1005,0.404,0.5923,0.6106,0.7866,0.6001,0.5958,0.7824,0.3065,0.5737,0.5818,36344.0,48171.0,0.7926,0.5931,0.1129,56422.0,0.8012,66148.0,0.368,0.4905,0.2944,36579.0,0.524,509.0,0.804,0.3837,0.562,0.8567,0.8677,0.0131,0.8962,884.0,0.2462,82.9,51759.0,0.6481,10073.0,0.2134,1484.0,0.4148,0.1099,0.0254,2681.0,0.0905,0.0746,61028.0,34727.0,0.1858,48143.0,18.26163301141352,57176.49192093648,332.0,1828.0,189.0,1620.0,317.0,350.0,648.0,1102.0,1876.0,14.0,1448.0,9.0,490.0,93.0,354.0,2636.0,1577.0,1083.0,531.0,598.0,477.0,1012.0,1362.0,Low
37,60645,44556.0,0.0049,30244.0,0.4425,41130.0,0.7315,0.2303,0.2369,0.7615,0.2318,42462.0,30501.0,1214.0,44556.0,0.6742,0.1479,0.0944,0.2909,0.4795,0.5175,0.7315,0.5741,0.5177,0.729,0.2318,0.4806,0.453,30244.0,41130.0,0.7615,0.4969,0.2479,42462.0,0.7949,56732.0,0.2303,0.596,0.2369,30501.0,0.3787,1214.0,0.7558,0.4984,0.4425,0.8025,0.8269,0.0049,0.8784,1003.0,0.6415,66.4,57439.0,0.6676,8637.0,0.4438,22842.0,0.1859,0.3071,0.0794,4340.0,0.3082,0.1246,71799.0,48636.0,0.402,44784.0,27.264653641207815,59605.301459073846,596.0,2955.0,660.0,3052.0,708.0,510.0,1462.0,1718.0,2880.0,230.0,2229.0,58.0,1643.0,0.0,248.0,5761.0,3262.0,2076.0,673.0,1214.0,536.0,1524.0,1490.0,Low
