ZIP Code,Household_Income_at_Age_35_rP_gP_pall,Incarceration_Rate_rP_gP_pall,Individual_Income_Excluding_Spouse_at_Age_35_rP_gP_pall,Fraction_Married_at_Age_35_rP_gP_pall,Spouse's_Income_at_Age_35_rP_gP_pall,Employment_Rate_at_Age_35_rP_gP_pall,Frac._in_Top_20%_Based_on_Household_Income_rP_gP_pall,Frac._in_Top_20%_Based_on_Indiv_Income_rP_gP_pall,%_Staying_in_Same_Commuting_Zone_as_Adults_rP_gP_pall,%_Staying_in_Same_Tract_as_Adults_rP_gP_pall,Household_Income_Stayed_in_Commuting_Zone_rP_gP_pall,Individual_Income_Stayed_in_Commuting_Zone_rP_gP_pall,Number_of_Children_rP_gP_pall,kfr_rP_gP_pall,two_par_rP_gP_pall,married_26_rP_gP_pall,married_24_rP_gP_pall,married_29_rP_gP_pall,kir_24_rP_gP_pall,kir_26_rP_gP_pall,working_rP_gP_pall,frac_years_xw_rP_gP_pall,kir_29_rP_gP_pall,working_32_rP_gP_pall,staytract_rP_gP_pall,kfr_26_rP_gP_pall,kfr_24_rP_gP_pall,kir_rP_gP_pall,spouse_rank_rP_gP_pall,staycz_rP_gP_pall,kfr_29_rP_gP_pall,stayhome_rP_gP_pall,kfr_staycz_rP_gP_pall,has_dad_rP_gP_pall,par_rank_rP_gP_pall,kfr_top20_rP_gP_pall,lowpov_nbhd_rP_gP_pall,kir_top20_rP_gP_pall,kir_staycz_rP_gP_pall,married_32_rP_gP_pall,count_rP_gP_pall,working_29_rP_gP_pall,frac_below_med_rP_gP_pall,married_rP_gP_pall,working_24_rP_gP_pall,working_26_rP_gP_pall,jail_rP_gP_pall,has_mom_rP_gP_pall,median_rent2016,nonwhite_share2010,mail_return_rate2010,med_hhinc1990_real,lfp2010,job_density_2013,foreign_share2016,popdensity2010,traveltime15_2016,poor_share2016,ann_avg_job_growth_2004_2013,pop2010,singleparent_share2016,unemp2015,hhinc_mean2010,med_hhinc2010,frac_coll_plus2016,med_hhinc2016_real,violent_crime_rate,wtd_avg_mean_income,HI_0_5000,HI_100000_149999,HI_10000_14999,HI_150000_more,HI_15000_19999,HI_20000_24999,HI_25000_34999,HI_35000_49999,HI_50000_74999,HI_5000_9999,HI_75000_99999,MHCP_20_29,MHCP_30_more,MHCP_less_20,MHC_0_300,MHC_1000_1499,MHC_1500_1999,MHC_2000_2499,MHC_2500_2999,MHC_3000_more,MHC_300_499,MHC_500_799,MHC_800_999,Violent Crime Level
60621,18128.0,0.0632,16753.0,0.099,27360.0,0.654,0.016,0.0612,0.7328,0.1596,18321.0,16964.0,798.0,18128.0,0.1379,0.0596,0.035,0.0758,0.3199,0.3377,0.654,0.4302,0.3514,0.6406,0.1596,0.281,0.2957,16753.0,27360.0,0.7328,0.2822,0.154,18321.0,0.2772,24945.0,0.016,0.1399,0.0612,16964.0,0.1051,798.0,0.6289,0.9105,0.099,0.6457,0.6441,0.0632,0.8602,969.0,0.9939,62.1,26688.0,0.5478,15.87,0.0116,11754.0,0.1142,0.5646,-0.2213,1481.0,0.8808,0.5495,34265.0,20526.0,0.0453,22559.0,41.40583554376658,33458.29964646029,1647.0,625.0,1304.0,269.0,749.0,674.0,1237.0,1225.0,1686.0,541.0,1177.0,464.0,2554.0,28.0,1081.0,3304.0,1199.0,218.0,43.0,209.0,961.0,1809.0,1659.0,High
60601,52354.0,0.0024,35302.0,0.4612,49430.0,0.7255,0.3318,0.3409,0.5673,0.1118,51824.0,36588.0,350.0,52354.0,0.7204,0.1595,0.0555,0.2977,0.5462,0.546,0.7255,0.3823,0.5708,0.7611,0.1118,0.5214,0.5079,35302.0,49430.0,0.5673,0.5403,0.1273,51824.0,0.8241,95783.0,0.3318,0.546,0.3409,36588.0,0.4002,350.0,0.7666,0.1996,0.4612,0.8015,0.8203,0.0024,0.8962,2080.0,0.3583,78.5,108676.0,0.698,146504.0,0.2343,30906.0,0.351,0.1054,0.0107,10848.0,0.0,0.051,131557.0,97188.0,0.7762,107882.0,15.630472854640981,134539.9894736842,244.0,2155.0,0.0,3955.0,135.0,95.0,320.0,473.0,680.0,70.0,1125.0,0.0,299.0,0.0,108.0,294.0,1902.0,2090.0,1808.0,2916.0,22.0,0.0,68.0,Low
60609,20798.0,0.0682,17180.0,0.1147,44056.0,0.6724,0.0356,0.0751,0.7359,0.1941,22103.0,18584.0,1061.0,20798.0,0.2754,0.0488,0.0343,0.1037,0.3512,0.3629,0.6724,0.4522,0.3649,0.6372,0.1941,0.3174,0.3203,17180.0,44056.0,0.7359,0.32,0.16,22103.0,0.4526,27662.0,0.0356,0.1732,0.0751,18584.0,0.1127,1061.0,0.6077,0.8782,0.1147,0.6217,0.6543,0.0682,0.823,822.0,0.9858,57.6,31072.0,0.5799,65.84,0.0732,8416.0,0.0038,0.4247,-0.0484,2045.0,0.8009,0.4165,37657.0,32849.0,0.0312,25290.0,39.696969696969695,49977.741915515806,1632.0,2729.0,2144.0,2567.0,791.0,1585.0,2255.0,2739.0,3024.0,862.0,2645.0,418.0,3833.0,58.0,1078.0,6154.0,3034.0,1392.0,489.0,559.0,1577.0,3603.0,4524.0,High
60643,69028.0,0.0008,40460.0,0.5705,52683.0,0.8006,0.4478,0.3864,0.7738,0.1824,71988.0,41694.0,653.0,69028.0,0.8587,0.1533,0.0666,0.3248,0.5772,0.6374,0.8006,0.865,0.645,0.8493,0.1824,0.6026,0.5526,40460.0,52683.0,0.7738,0.6423,0.149,71988.0,0.9003,100177.0,0.4478,0.8189,0.3864,41694.0,0.5101,653.0,0.8556,0.1054,0.5705,0.885,0.8924,0.0008,0.958,950.0,0.0868,83.0,91216.0,0.7394,878.1,0.0374,5388.0,0.2717,0.0133,-0.0067,2166.0,0.1245,0.0448,121046.0,93011.0,0.638,103692.0,30.465587044534416,69856.50358993425,693.0,3086.0,727.0,4275.0,483.0,777.0,1526.0,1574.0,2341.0,286.0,2429.0,17.0,1794.0,42.0,407.0,4086.0,3309.0,1741.0,1122.0,1410.0,1324.0,2255.0,2338.0,Low
60638,59260.0,0.0186,36890.0,0.5762,44779.0,0.7985,0.354,0.3153,0.8396,0.2029,60099.0,38259.0,698.0,59260.0,0.8449,0.2828,0.1568,0.4608,0.5826,0.5997,0.7985,0.7501,0.5981,0.8231,0.2029,0.5927,0.5781,36890.0,44779.0,0.8396,0.6232,0.1424,60099.0,0.8928,77472.0,0.354,0.7671,0.3153,38259.0,0.5295,698.0,0.8234,0.2312,0.5762,0.8905,0.8607,0.0186,0.9529,931.0,0.3376,80.1,65758.0,0.7027,2726.0,0.1649,6194.0,0.139,0.0684,-0.0156,3190.0,0.2394,0.079,80761.0,65057.0,0.1647,76150.0,25.022583559168925,62486.083907227105,534.0,5069.0,359.0,3848.0,783.0,659.0,1251.0,2327.0,3323.0,311.0,2178.0,38.0,1695.0,17.0,382.0,3510.0,3605.0,3132.0,1174.0,562.0,1092.0,4221.0,2553.0,Low
60649,26872.0,0.036,23314.0,0.1421,39659.0,0.7311,0.0591,0.1119,0.7265,0.2213,28185.0,24966.0,1227.0,26872.0,0.2672,0.0611,0.0538,0.1103,0.4275,0.4214,0.7311,0.5766,0.4303,0.7431,0.2213,0.3853,0.3839,23314.0,39659.0,0.7265,0.371,0.2456,28185.0,0.4169,41496.0,0.0591,0.196,0.1119,24966.0,0.1346,1227.0,0.7089,0.6893,0.1421,0.7686,0.7408,0.036,0.8503,917.0,0.9911,69.0,61894.0,0.5159,166.7,0.0182,14702.0,0.1348,0.2063,-0.017,3705.0,0.8664,0.1754,54945.0,39698.0,0.2134,42801.0,36.89970250743732,40895.37932930182,2020.0,1989.0,2208.0,1400.0,1300.0,990.0,2674.0,3138.0,5065.0,1259.0,2033.0,347.0,5243.0,189.0,1107.0,8685.0,2982.0,1209.0,335.0,441.0,1078.0,3395.0,4558.0,High
60659,49730.0,0.003,32662.0,0.4955,38831.0,0.7214,0.2643,0.2639,0.719,0.2021,47943.0,34568.0,1267.0,49730.0,0.8124,0.2781,0.1885,0.3736,0.4974,0.5177,0.7214,0.6297,0.5247,0.7564,0.2021,0.5218,0.4809,32662.0,38831.0,0.719,0.5345,0.2129,47943.0,0.898,61215.0,0.2643,0.5735,0.2639,34568.0,0.4438,1267.0,0.7412,0.4815,0.4955,0.7571,0.7777,0.003,0.9147,1047.0,0.6045,70.4,63204.0,0.656,1993.0,0.4551,18216.0,0.0822,0.0968,-0.0121,5064.0,0.325,0.1167,82486.0,55727.0,0.4432,61854.0,27.681307456588357,54871.297726270706,456.0,2066.0,483.0,2192.0,535.0,438.0,1322.0,1847.0,2270.0,191.0,1857.0,49.0,1321.0,28.0,261.0,4953.0,2652.0,1167.0,558.0,1000.0,456.0,1117.0,1299.0,Low
60651,26135.0,0.04,21933.0,0.1958,38378.0,0.7415,0.0581,0.0991,0.8282,0.2025,28004.0,23380.0,1142.0,26135.0,0.2883,0.1116,0.0773,0.164,0.4072,0.4198,0.7415,0.4403,0.3973,0.7006,0.2025,0.3644,0.3609,21933.0,38378.0,0.8282,0.3528,0.1888,28004.0,0.5347,29805.0,0.0581,0.2532,0.0991,23380.0,0.1766,1142.0,0.6767,0.871,0.1958,0.7506,0.7365,0.04,0.7536,911.0,0.9169,66.6,30052.0,0.6105,3829.0,0.091,12233.0,0.1625,0.2027,-0.0354,2997.0,0.5516,0.0839,45713.0,28310.0,0.3207,42665.0,35.7427194636497,51706.29783183264,1036.0,2306.0,1212.0,1931.0,1077.0,1327.0,2591.0,2765.0,3586.0,685.0,2238.0,80.0,3361.0,0.0,579.0,6836.0,3553.0,2463.0,575.0,342.0,816.0,2908.0,2109.0,High
60637,18690.0,0.0957,17258.0,0.0927,32886.0,0.6934,0.0237,0.0785,0.7309,0.1637,20105.0,19157.0,1142.0,18690.0,0.1842,0.076,0.0492,0.0802,0.3595,0.3513,0.6934,0.4222,0.3543,0.6521,0.1637,0.3091,0.3224,17258.0,32886.0,0.7309,0.2959,0.2176,20105.0,0.3606,31193.0,0.0237,0.1182,0.0785,19157.0,0.0831,1142.0,0.6147,0.8416,0.0927,0.7035,0.6407,0.0957,0.8234,828.0,0.9968,64.4,32375.0,0.6041,1048.0,0.019,13746.0,0.063,0.3338,-0.1614,3464.0,1.0,0.2483,45500.0,30464.0,0.1449,25745.0,36.81318681318682,51077.681622737764,2468.0,1828.0,2363.0,2097.0,1290.0,1713.0,1931.0,2662.0,2978.0,901.0,2041.0,443.0,5122.0,118.0,1254.0,6831.0,3801.0,1175.0,743.0,1158.0,1424.0,2489.0,2881.0,High
60655,55142.0,0.0021,38436.0,0.4934,46085.0,0.8158,0.3654,0.3638,0.813,0.2432,55322.0,39188.0,879.0,55142.0,0.725,0.1559,0.075,0.3266,0.5396,0.5784,0.8158,0.774,0.6003,0.8257,0.2432,0.5371,0.5091,38436.0,46085.0,0.813,0.5877,0.1858,55322.0,0.8243,83263.0,0.3654,0.7088,0.3638,39188.0,0.448,879.0,0.8191,0.1697,0.4934,0.8444,0.8625,0.0021,0.9007,933.0,0.3612,81.0,75229.0,0.7396,1443.0,0.0143,7836.0,0.1192,0.0341,0.036,3009.0,0.2401,0.0795,94333.0,80691.0,0.453,89848.0,26.366559485530544,81098.64111153407,338.0,2601.0,163.0,3632.0,178.0,82.0,482.0,647.0,1292.0,93.0,1164.0,0.0,554.0,20.0,135.0,1855.0,1829.0,2096.0,1186.0,702.0,235.0,1389.0,1122.0,Low
60628,24045.0,0.0326,21868.0,0.1263,34862.0,0.7603,0.0364,0.1072,0.6998,0.2307,25943.0,24165.0,1179.0,24045.0,0.2334,0.0916,0.0732,0.1199,0.3873,0.4011,0.7603,0.617,0.4147,0.7533,0.2307,0.3512,0.3693,21868.0,34862.0,0.6998,0.3567,0.2512,25943.0,0.4155,38996.0,0.0364,0.2174,0.1072,24165.0,0.1206,1179.0,0.7146,0.6917,0.1263,0.7661,0.7505,0.0326,0.8179,1195.0,0.9965,80.7,51596.0,0.5716,539.4,0.0217,7246.0,0.0732,0.3856,-0.0201,3681.0,0.5863,0.196,62616.0,36597.0,0.1837,39625.0,34.95201260564389,46393.62646450724,1872.0,2913.0,1680.0,1824.0,1054.0,1001.0,2492.0,3106.0,3799.0,733.0,2858.0,253.0,3852.0,48.0,851.0,7690.0,3931.0,1130.0,226.0,120.0,1836.0,4381.0,2621.0,High
60623,28461.0,0.0194,23486.0,0.2314,33329.0,0.7234,0.0658,0.124,0.7962,0.3143,28475.0,24665.0,1247.0,28461.0,0.519,0.1644,0.1271,0.2183,0.4431,0.4244,0.7234,0.5361,0.4334,0.7145,0.3143,0.4053,0.426,23486.0,33329.0,0.7962,0.3939,0.3068,28475.0,0.7248,37608.0,0.0658,0.216,0.124,24665.0,0.2172,1247.0,0.6917,0.7691,0.2314,0.727,0.719,0.0194,0.7943,828.0,0.963,60.6,43578.0,0.6475,1921.0,0.3197,25291.0,0.1483,0.2596,-0.0662,3212.0,0.3453,0.1628,58790.0,37239.0,0.167,40006.0,41.457319479152964,42836.36120344617,2043.0,2194.0,2006.0,1686.0,1313.0,2356.0,4044.0,3935.0,4175.0,866.0,2346.0,244.0,5089.0,37.0,694.0,7677.0,3753.0,1140.0,271.0,314.0,1676.0,5917.0,5145.0,High
60618,41487.0,0.0234,28429.0,0.4261,39292.0,0.7605,0.1869,0.1445,0.8052,0.2176,42830.0,30211.0,991.0,41487.0,0.6417,0.2311,0.1356,0.3484,0.4811,0.4962,0.7605,0.5673,0.4831,0.71,0.2176,0.4787,0.4735,28429.0,39292.0,0.8052,0.4838,0.238,42830.0,0.7979,44907.0,0.1869,0.3861,0.1445,30211.0,0.4101,991.0,0.7192,0.6183,0.4261,0.7647,0.7559,0.0234,0.844,928.0,0.8134,75.6,42437.0,0.6451,2029.0,0.5727,26533.0,0.0405,0.0945,0.033,2786.0,0.1776,0.1208,71742.0,45817.0,0.2015,47755.0,27.334273624823695,79721.1820453225,870.0,6862.0,920.0,11887.0,762.0,1128.0,1880.0,2668.0,4968.0,387.0,4728.0,166.0,2059.0,12.0,308.0,9263.0,7155.0,5112.0,3589.0,6944.0,580.0,1466.0,2267.0,Low
60611,50739.0,0.0013,34191.0,0.4391,55406.0,0.6981,0.3709,0.3394,0.5591,0.1167,44737.0,30632.0,270.0,50739.0,0.6698,0.2012,0.0919,0.3241,0.5167,0.5653,0.6981,0.2893,0.5617,0.75,0.1167,0.528,0.4834,34191.0,55406.0,0.5591,0.5513,0.0666,44737.0,0.8195,94870.0,0.3709,0.6318,0.3394,30632.0,0.4006,270.0,0.7974,0.2205,0.4391,0.8443,0.8216,0.0013,0.8505,1837.0,0.3415,76.6,83770.0,0.7749,103297.0,0.2462,45138.0,0.221,0.0616,-0.0147,6229.0,0.4315,0.0589,120962.0,82524.0,0.859,99882.0,23.02867383512545,138038.02585860295,1320.0,3971.0,387.0,10165.0,208.0,320.0,761.0,1106.0,2342.0,361.0,2113.0,0.0,1393.0,0.0,22.0,1769.0,3769.0,4443.0,3208.0,8451.0,60.0,216.0,370.0,Low
60631,60902.0,0.0049,39978.0,0.5505,49756.0,0.8095,0.4027,0.382,0.8346,0.2146,61777.0,40344.0,1357.0,60902.0,0.8969,0.1945,0.09,0.3428,0.5773,0.6103,0.8095,0.7436,0.6083,0.8076,0.2146,0.5837,0.5606,39978.0,49756.0,0.8346,0.6001,0.177,61777.0,0.9213,92909.0,0.4027,0.7891,0.382,40344.0,0.4932,1357.0,0.8006,0.1603,0.5505,0.8206,0.8581,0.0049,0.975,1229.0,0.0987,85.8,90338.0,0.6431,1426.0,0.1668,5978.0,0.1274,0.0376,0.0036,5350.0,0.1362,0.0536,111823.0,75642.0,0.4917,91945.0,29.15291529152915,113248.92064449134,364.0,2576.0,301.0,4074.0,423.0,341.0,562.0,807.0,1309.0,170.0,1050.0,0.0,978.0,0.0,62.0,2529.0,1537.0,1429.0,1717.0,2018.0,318.0,1022.0,1252.0,Low
60641,49432.0,0.0,35046.0,0.3951,42985.0,0.7465,0.2246,0.2893,0.7279,0.1886,47138.0,34192.0,567.0,49432.0,0.6869,0.1806,0.1136,0.3108,0.5473,0.5227,0.7465,0.6373,0.5422,0.7832,0.1886,0.4857,0.5073,35046.0,42985.0,0.7279,0.513,0.1549,47138.0,0.7606,59888.0,0.2246,0.5437,0.2893,34192.0,0.3586,567.0,0.7878,0.4561,0.3951,0.873,0.8049,0.0,0.9261,924.0,0.4204,78.2,60871.0,0.7033,2287.0,0.2135,9469.0,0.0685,0.0598,0.0607,2405.0,0.2379,0.081,92189.0,61563.0,0.4889,70892.0,29.578139980824545,77482.66892440176,633.0,4369.0,872.0,5420.0,970.0,736.0,1778.0,2815.0,3479.0,444.0,3502.0,107.0,2419.0,0.0,167.0,7181.0,3612.0,3175.0,1941.0,2534.0,640.0,2418.0,3105.0,Low
60619,28670.0,0.0428,25064.0,0.1753,40428.0,0.7979,0.0626,0.1082,0.6917,0.2115,29487.0,27102.0,336.0,28670.0,0.2952,0.0741,0.037,0.1212,0.4415,0.3919,0.7979,0.5914,0.4215,0.7505,0.2115,0.354,0.3811,25064.0,40428.0,0.6917,0.3637,0.2129,29487.0,0.512,44110.0,0.0626,0.1865,0.1082,27102.0,0.1265,336.0,0.7245,0.6934,0.1753,0.7789,0.6918,0.0428,0.7841,1015.0,0.9942,79.8,44068.0,0.6378,2230.0,0.1138,12262.0,0.0559,0.117,0.0149,1545.0,0.5167,0.2747,70155.0,47857.0,0.2668,35181.0,35.681334279630946,49237.626181985914,2583.0,3072.0,2872.0,1942.0,1098.0,1699.0,3016.0,3405.0,4580.0,1053.0,2783.0,189.0,6013.0,33.0,813.0,8549.0,3747.0,2017.0,438.0,495.0,1721.0,3803.0,6101.0,High
60131,49327.0,0.0035,33588.0,0.5005,41480.0,0.8014,0.235,0.2434,0.8402,0.2296,51429.0,34981.0,1459.0,49327.0,0.7742,0.2493,0.1597,0.38,0.5391,0.5423,0.8014,0.6359,0.5549,0.778,0.2296,0.5504,0.5551,33588.0,41480.0,0.8402,0.548,0.2083,51429.0,0.8613,63050.0,0.235,0.6726,0.2434,34981.0,0.465,1459.0,0.7982,0.3793,0.5005,0.8066,0.8214,0.0035,0.9131,956.0,0.3934,82.3,69220.0,0.7187,3227.0,0.4144,5408.0,0.2475,0.0449,-0.0187,5895.0,0.1532,0.0928,72146.0,60208.0,0.2039,69715.0,50.0,56743.54340444615,146.0,1340.0,163.0,811.0,286.0,180.0,494.0,542.0,981.0,96.0,720.0,16.0,600.0,0.0,84.0,1489.0,1251.0,1079.0,339.0,26.0,164.0,733.0,563.0,High
60660,33908.0,0.0256,24877.0,0.3173,43290.0,0.721,0.199,0.1784,0.6664,0.1512,37197.0,27699.0,407.0,33908.0,0.4464,0.1443,0.0789,0.2126,0.4336,0.4457,0.721,0.4172,0.4586,0.7212,0.1512,0.4312,0.3957,24877.0,43290.0,0.6664,0.4345,0.1643,37197.0,0.6811,39269.0,0.199,0.377,0.1784,27699.0,0.2714,407.0,0.6822,0.7883,0.3173,0.7331,0.754,0.0256,0.7653,956.0,0.3943,76.8,45434.0,0.6288,2105.0,0.3276,23523.0,0.0146,0.2638,-0.1211,3599.0,0.0,0.0231,63848.0,42804.0,0.447,34846.0,32.25092250922509,58464.40042240469,945.0,3050.0,1141.0,3454.0,649.0,964.0,1385.0,2719.0,3524.0,476.0,2695.0,323.0,2274.0,150.0,705.0,7077.0,4111.0,2007.0,861.0,1580.0,427.0,1204.0,2731.0,High
60632,50712.0,0.0016,35740.0,0.4796,39881.0,0.795,0.2467,0.2956,0.8685,0.2411,52444.0,37128.0,1367.0,50712.0,0.7456,0.2918,0.1962,0.399,0.5639,0.5774,0.795,0.6433,0.575,0.808,0.2411,0.5678,0.584,35740.0,39881.0,0.8685,0.5762,0.2256,52444.0,0.8443,58865.0,0.2467,0.5105,0.2956,37128.0,0.4699,1367.0,0.8169,0.4492,0.4796,0.8294,0.8117,0.0016,0.9013,1129.0,0.7521,80.9,54016.0,0.6584,1439.0,0.3233,16708.0,0.1021,0.1254,0.0166,6399.0,0.3277,0.1591,60484.0,48988.0,0.1012,50642.0,35.92623993217465,56307.265649496534,761.0,3493.0,764.0,2745.0,845.0,2580.0,3512.0,3867.0,4579.0,396.0,3120.0,52.0,2292.0,42.0,348.0,7246.0,4162.0,1599.0,600.0,287.0,1443.0,5436.0,5218.0,High
60634,55046.0,0.0047,36162.0,0.5278,43078.0,0.7974,0.3009,0.2939,0.8694,0.1961,56502.0,36567.0,1010.0,55046.0,0.7381,0.245,0.1514,0.3554,0.5597,0.5707,0.7974,0.6361,0.5894,0.7649,0.1961,0.5561,0.5449,36162.0,43078.0,0.8694,0.5765,0.162,56502.0,0.8321,59351.0,0.3009,0.5916,0.2939,36567.0,0.5,1010.0,0.8398,0.4101,0.5278,0.8343,0.8133,0.0047,0.9064,990.0,0.3205,78.4,58339.0,0.7202,2740.0,0.2857,16818.0,0.1259,0.0974,0.0551,4793.0,0.3263,0.0911,72505.0,54375.0,0.2788,60461.0,28.676470588235293,79250.49363879485,553.0,5163.0,872.0,5713.0,997.0,1180.0,1810.0,2731.0,3858.0,465.0,4146.0,99.0,2402.0,110.0,384.0,6057.0,4655.0,4104.0,2700.0,1520.0,823.0,3361.0,3457.0,Low
60018,56942.0,0.0131,36344.0,0.562,48171.0,0.7866,0.368,0.2944,0.7926,0.3065,56422.0,36579.0,509.0,56942.0,0.6971,0.1793,0.1005,0.404,0.5923,0.6106,0.7866,0.6001,0.5958,0.7824,0.3065,0.5737,0.5818,36344.0,48171.0,0.7926,0.5931,0.1129,56422.0,0.8012,66148.0,0.368,0.4905,0.2944,36579.0,0.524,509.0,0.804,0.3837,0.562,0.8567,0.8677,0.0131,0.8962,884.0,0.2462,82.9,51759.0,0.6481,10073.0,0.2134,1484.0,0.4148,0.1099,0.0254,2681.0,0.0905,0.0746,61028.0,34727.0,0.1858,48143.0,18.26163301141352,57176.49192093648,332.0,1828.0,189.0,1620.0,317.0,350.0,648.0,1102.0,1876.0,14.0,1448.0,9.0,490.0,93.0,354.0,2636.0,1577.0,1083.0,531.0,598.0,477.0,1012.0,1362.0,Low
60645,44556.0,0.0049,30244.0,0.4425,41130.0,0.7315,0.2303,0.2369,0.7615,0.2318,42462.0,30501.0,1214.0,44556.0,0.6742,0.1479,0.0944,0.2909,0.4795,0.5175,0.7315,0.5741,0.5177,0.729,0.2318,0.4806,0.453,30244.0,41130.0,0.7615,0.4969,0.2479,42462.0,0.7949,56732.0,0.2303,0.596,0.2369,30501.0,0.3787,1214.0,0.7558,0.4984,0.4425,0.8025,0.8269,0.0049,0.8784,1003.0,0.6415,66.4,57439.0,0.6676,8637.0,0.4438,22842.0,0.1859,0.3071,0.0794,4340.0,0.3082,0.1246,71799.0,48636.0,0.402,44784.0,27.264653641207815,59605.301459073846,596.0,2955.0,660.0,3052.0,708.0,510.0,1462.0,1718.0,2880.0,230.0,2229.0,58.0,1643.0,0.0,248.0,5761.0,3262.0,2076.0,673.0,1214.0,536.0,1524.0,1490.0,Low
60625,43244.0,0.0068,31886.0,0.4187,39959.0,0.7599,0.2128,0.2634,0.8174,0.2358,42491.0,32062.0,1778.0,43244.0,0.6327,0.1892,0.1226,0.2647,0.4839,0.5029,0.7599,0.4783,0.4941,0.7689,0.2358,0.4725,0.4783,31886.0,39959.0,0.8174,0.4698,0.2422,42491.0,0.7711,41308.0,0.2128,0.4533,0.2634,32062.0,0.3528,1778.0,0.7438,0.6884,0.4187,0.7702,0.7855,0.0068,0.8615,1012.0,0.5154,73.8,45623.0,0.7575,1956.0,0.4949,31934.0,0.1001,0.2449,0.0274,7249.0,0.2151,0.088,65914.0,48168.0,0.404,38090.0,30.648038049940546,91361.3042697134,859.0,6033.0,750.0,6962.0,619.0,901.0,2473.0,2984.0,5030.0,386.0,4237.0,94.0,2039.0,11.0,304.0,9372.0,7646.0,3775.0,2233.0,3174.0,394.0,1673.0,2406.0,High
60614,42250.0,0.0188,34248.0,0.2951,47646.0,0.7484,0.2803,0.2866,0.8054,0.2526,39829.0,33501.0,133.0,42250.0,0.4695,0.1585,0.0673,0.2149,0.5015,0.4768,0.7484,0.3604,0.5301,0.7611,0.2526,0.4123,0.4626,34248.0,47646.0,0.8054,0.4735,0.2294,39829.0,0.6976,51485.0,0.2803,0.3718,0.2866,33501.0,0.3259,133.0,0.7782,0.533,0.2951,0.7677,0.823,0.0188,0.7742,1050.0,0.2454,81.1,58753.0,0.785,6750.0,0.1687,73361.0,0.0711,0.203,-0.0066,2641.0,0.0,0.0309,64868.0,51719.0,0.6869,43348.0,18.432285603414826,130082.75649325426,1210.0,5533.0,1196.0,15271.0,588.0,460.0,1093.0,1500.0,3007.0,475.0,3735.0,270.0,2531.0,79.0,551.0,3897.0,6387.0,5044.0,3546.0,11996.0,609.0,575.0,1218.0,Low
60652,32696.0,0.0282,28354.0,0.1801,43850.0,0.7978,0.0937,0.1883,0.7646,0.2707,34725.0,30209.0,2222.0,32696.0,0.446,0.0946,0.0629,0.1317,0.4652,0.4606,0.7978,0.6826,0.4701,0.779,0.2707,0.4178,0.4194,28354.0,43850.0,0.7646,0.4153,0.273,34725.0,0.5952,60278.0,0.0937,0.5091,0.1883,30209.0,0.1728,2222.0,0.7517,0.4294,0.1801,0.8193,0.7894,0.0282,0.8509,922.0,0.9558,77.6,72381.0,0.6248,995.3,0.0498,11047.0,0.0813,0.0819,0.0264,7125.0,0.6771,0.1585,82548.0,69239.0,0.258,66822.0,34.23988842398884,60528.08903943132,639.0,2914.0,232.0,1801.0,407.0,426.0,1065.0,1221.0,2296.0,392.0,2250.0,18.0,1480.0,37.0,225.0,2731.0,4354.0,1762.0,395.0,300.0,659.0,2173.0,956.0,High
60654,36371.0,0.001,28184.0,0.3378,35547.0,0.739,0.1535,0.2528,0.5558,0.123,31015.0,25520.0,159.0,36371.0,0.3982,0.0893,0.0583,0.221,0.391,0.4204,0.739,0.3001,0.4706,0.7312,0.123,0.3895,0.3652,28184.0,35547.0,0.5558,0.4301,0.0777,31015.0,0.688,55586.0,0.1535,0.4222,0.2528,25520.0,0.3149,159.0,0.6774,0.5411,0.3378,0.7066,0.7548,0.001,0.7074,1902.0,0.3652,73.1,58831.0,0.8603,100741.0,0.1893,21692.0,0.3093,0.0767,0.0536,3102.0,0.0,0.0534,118699.0,86711.0,0.8817,91684.0,27.7180783817952,137101.97508247622,655.0,2924.0,87.0,7165.0,225.0,93.0,782.0,548.0,1056.0,0.0,1538.0,13.0,752.0,0.0,44.0,789.0,1347.0,3815.0,2905.0,5162.0,230.0,416.0,89.0,Low
60639,39550.0,0.0047,30796.0,0.3419,36444.0,0.7797,0.1616,0.2006,0.8484,0.2945,43042.0,33098.0,1230.0,39550.0,0.5979,0.1979,0.1266,0.2557,0.545,0.5282,0.7797,0.6026,0.5181,0.7799,0.2945,0.4915,0.5088,30796.0,36444.0,0.8484,0.4866,0.3075,43042.0,0.7375,51480.0,0.1616,0.3465,0.2006,33098.0,0.3048,1230.0,0.7779,0.5484,0.3419,0.8571,0.832,0.0047,0.8604,960.0,0.8303,74.4,53769.0,0.7135,889.9,0.3444,19181.0,0.1003,0.1004,-0.0333,4354.0,0.2887,0.0865,67602.0,47549.0,0.2048,44619.0,33.45631067961165,56059.68216152447,1213.0,3668.0,1332.0,2859.0,1151.0,1065.0,3048.0,3521.0,4405.0,865.0,3474.0,162.0,3599.0,25.0,501.0,8832.0,4497.0,2760.0,1421.0,701.0,643.0,2695.0,4010.0,High
